# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/3126.1.all.q/genomes/tb927_6/tb927_6.gtf" "-o" "/tmp/3126.1.all.q/P1C/counts.txt" "/tmp/3126.1.all.q/P1C/P1Csorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/3126.1.all.q/P1C/P1Csorted.bam
KS17gene_4768a	Tb927_03_v5.1	745652	746176	-	525	374
KS17gene_6826a	Tb927_09_v5.1	1364678	1365276	-	599	2660
KS17gene_910a	Tb927_05_v5.1	784719	785018	+	300	1937
KS17gene_7311a	Tb927_10_v5.1	2594509	2595173	-	665	2447
KS17gene_3978a	Tb927_11_v5.1	2830206	2830482	+	277	336
KS17gene_915a	Tb927_05_v5.1	800363	800455	+	93	137
KS17gene_1496a	Tb927_07_v5.1	1115942	1116786	+	845	12235
KS17gene_3984a	Tb927_11_v5.1	2861824	2862081	+	258	451
KS17gene_7299a	Tb927_10_v5.1	2631668	2632932	-	1265	4817
KS17gene_4766a	Tb927_03_v5.1	748342	748620	-	279	110
KS17gene_111a	Tb927_01_v5.1	633138	633339	+	202	929
KS17gene_304a	Tb927_02_v5.1	593120	594052	+	933	2424
KS17gene_6815a	Tb927_09_v5.1	1380941	1381242	-	302	1163
KS17gene_753a	Tb927_04_v5.1	971540	972079	+	540	757
KS17gene_923a	Tb927_05_v5.1	818041	818227	+	187	138
KS17gene_3993a	Tb927_11_v5.1	2882224	2882871	+	648	3397
KS17gene_1498a	Tb927_07_v5.1	1118271	1118832	+	562	1541
KS17gene_113a	Tb927_01_v5.1	654387	655449	+	1063	691
KS17gene_3998a	Tb927_11_v5.1	2894691	2894983	+	293	1336
KS17gene_4004a	Tb927_11_v5.1	2903778	2904258	+	481	1281
KS17gene_7297a	Tb927_10_v5.1	2638387	2639300	-	914	2505
KS17gene_305a	Tb927_02_v5.1	594148	594481	+	334	1321
KS17gene_306a	Tb927_02_v5.1	594829	595896	+	1068	2819
KS17gene_4008a	Tb927_11_v5.1	2914663	2914843	+	181	443
KS17gene_4010a	Tb927_11_v5.1	2922972	2923515	+	544	2506
KS17gene_6292a	Tb927_08_v5.1	1356971	1357224	-	254	1337
KS17gene_4024a	Tb927_11_v5.1	2954820	2955655	+	836	348
KS17gene_924a	Tb927_05_v5.1	824283	824726	+	444	705
KS17gene_6279a	Tb927_08_v5.1	1377677	1378018	-	342	460
KS17gene_6276a	Tb927_08_v5.1	1397282	1398072	-	791	1467
KS17gene_7660a	Tb927_11_bin_v5.1	2722560	2724062	-	1503	1900
KS17gene_6005a	Tb927_07_v5.1	1138395	1139400	-	1006	2716
KS17gene_9a	5K5_v5.1	80327	81200	+	874	0
KS17gene_308a	Tb927_02_v5.1	600883	601454	+	572	1689
KS17gene_7296a	Tb927_10_v5.1	2639362	2639543	-	182	343
KS17gene_6813a	Tb927_09_v5.1	1382450	1382776	-	327	482
KS17gene_114a	Tb927_01_v5.1	655572	656447	+	876	728
KS17gene_7295a	Tb927_10_v5.1	2639431	2642393	-	2963	2480
KS17gene_4025a	Tb927_11_v5.1	2963107	2963272	+	166	156
KS17gene_4026a	Tb927_11_v5.1	2963367	2965978	+	2612	5130
KS17gene_6275a	Tb927_08_v5.1	1398239	1403226	-	4988	1203
KS17gene_6809a	Tb927_09_v5.1	1387254	1387591	-	338	1811
KS17gene_7287a	Tb927_10_v5.1	2692365	2692783	-	419	1385
KS17gene_4037a	Tb927_11_v5.1	2984475	2984979	+	505	1867
KS17gene_131a	Tb927_01_v5.1	691363	691571	+	209	80
KS17gene_4763a	Tb927_03_v5.1	751944	752179	-	236	39
KS17gene_7276a	Tb927_10_v5.1	2721121	2721256	-	136	299
KS17gene_754a	Tb927_04_v5.1	972197	972530	+	334	503
KS17gene_7274a	Tb927_10_v5.1	2726907	2727387	-	481	3223
KS17gene_6791a	Tb927_09_v5.1	1426701	1426901	-	201	5114
KS17gene_6790a	Tb927_09_v5.1	1428313	1428848	-	536	1149
KS17gene_5994a	Tb927_07_v5.1	1160475	1161045	-	571	515
KS17gene_5993a	Tb927_07_v5.1	1161194	1161437	-	244	313
KS17gene_6789a	Tb927_09_v5.1	1428964	1429144	-	181	647
KS17gene_4043a	Tb927_11_v5.1	3009355	3009556	+	202	759
KS17gene_6788a	Tb927_09_v5.1	1429248	1430218	-	971	1934
KS17gene_4051a	Tb927_11_v5.1	3026066	3026908	+	843	3015
KS17gene_8084a	Tb927_11_v5.1	3051119	3051313	-	195	82
KS17gene_4059a	Tb927_11_v5.1	3055313	3055530	+	218	284
KS17gene_4060a	Tb927_11_v5.1	3055675	3057484	+	1810	4565
KS17gene_1826a	Tb927_08_v5.1	1449815	1450383	+	569	532
KS17gene_925a	Tb927_05_v5.1	829806	830179	+	374	724
KS17gene_1830a	Tb927_08_v5.1	1456263	1456895	+	633	1490
KS17gene_6787a	Tb927_09_v5.1	1430331	1431251	-	921	1201
KS17gene_4061a	Tb927_11_v5.1	3057524	3057615	+	92	197
KS17gene_4062a	Tb927_11_v5.1	3057858	3058743	+	886	2911
KS17gene_4751a	Tb927_03_v5.1	775998	776527	-	530	480
KS17gene_4063a	Tb927_11_v5.1	3058873	3060175	+	1303	2662
KS17gene_1834a	Tb927_08_v5.1	1462284	1463142	+	859	3300
KS17gene_4541a	Tb927_02_v5.1	620279	622326	-	2048	1697
KS17gene_755a	Tb927_04_v5.1	972644	973198	+	555	859
KS17gene_5989a	Tb927_07_v5.1	1170782	1171704	-	923	1404
KS17gene_4357a	5K5_v5.1	21677	22514	-	838	895
KS17gene_5988a	Tb927_07_v5.1	1174292	1174809	-	518	1809
KS17gene_5983a	Tb927_07_v5.1	1184410	1184962	-	553	846
KS17gene_7273a	Tb927_10_v5.1	2727522	2727860	-	339	2418
KS17gene_4743a	Tb927_03_v5.1	795477	795874	-	398	1847
KS17gene_4539a	Tb927_02_v5.1	624927	625561	-	635	1094
KS17gene_1836a	Tb927_08_v5.1	1469613	1470050	+	438	550
KS17gene_4066a	Tb927_11_v5.1	3064955	3065372	+	418	265
KS17gene_1837a	Tb927_08_v5.1	1485652	1486040	+	389	447
KS17gene_7272a	Tb927_10_v5.1	2727970	2728158	-	189	1282
KS17gene_1158a	Tb927_06_v5.1	838340	838931	+	592	1795
KS17gene_4072a	Tb927_11_v5.1	3074268	3075068	+	801	3787
KS17gene_4074a	Tb927_11_v5.1	3078350	3079370	+	1021	7940
KS17gene_1507a	Tb927_07_v5.1	1360952	1361143	+	192	437
KS17gene_6785a	Tb927_09_v5.1	1431918	1437719	-	5802	748
KS17gene_932a	Tb927_05_v5.1	841885	842346	+	462	691
KS17gene_4738a	Tb927_03_v5.1	802316	802812	-	497	2107
KS17gene_1514a	Tb927_07_v5.1	1375931	1376047	+	117	161
KS17gene_4077a	Tb927_11_v5.1	3084893	3085183	+	291	1545
KS17gene_1842a	Tb927_08_v5.1	1495551	1495739	+	189	308
KS17gene_933a	Tb927_05_v5.1	842465	842681	+	217	176
KS17gene_5100a	Tb927_04_v5.1	988189	988695	-	507	991
KS17gene_4535a	Tb927_02_v5.1	631012	631083	-	72	195
KS17gene_939a	Tb927_05_v5.1	855692	856791	+	1100	227
KS17gene_4080a	Tb927_11_v5.1	3088152	3088651	+	500	1617
KS17gene_4081a	Tb927_11_v5.1	3088800	3088995	+	196	273
KS17gene_4089a	Tb927_11_v5.1	3107638	3108106	+	469	870
KS17gene_4090a	Tb927_11_v5.1	3110287	3110555	+	269	1322
KS17gene_6783a	Tb927_09_v5.1	1439516	1440085	-	570	2006
KS17gene_1517a	Tb927_07_v5.1	1388352	1389329	+	978	1989
KS17gene_6769a	Tb927_09_v5.1	1458430	1458942	-	513	1078
KS17gene_7664a	Tb927_11_bin_v5.1	2454281	2455496	-	1216	490
KS17gene_1846a	Tb927_08_v5.1	1498518	1498701	+	184	645
KS17gene_5098a	Tb927_04_v5.1	989553	990255	-	703	1623
KS17gene_4723a	Tb927_03_v5.1	842520	842867	-	348	1259
KS17gene_1162a	Tb927_06_v5.1	845402	846154	+	753	943
KS17gene_5092a	Tb927_04_v5.1	1003934	1004476	-	543	1542
KS17gene_1518a	Tb927_07_v5.1	1392349	1392496	+	148	145
KS17gene_4094a	Tb927_11_v5.1	3120931	3121043	+	113	208
KS17gene_5090a	Tb927_04_v5.1	1021490	1022559	-	1070	5888
KS17gene_140a	Tb927_01_v5.1	721539	721629	+	91	178
KS17gene_941a	Tb927_05_v5.1	859800	859984	+	185	153
KS17gene_141a	Tb927_01_v5.1	721777	721983	+	207	1102
KS17gene_5085a	Tb927_04_v5.1	1032730	1033171	-	442	458
KS17gene_1168a	Tb927_06_v5.1	863288	863659	+	372	338
KS17gene_7267a	Tb927_10_v5.1	2742219	2742802	-	584	2267
KS17gene_1529a	Tb927_07_v5.1	1427320	1427821	+	502	2248
KS17gene_3264a	Tb927_11_bin_v5.1	2376708	2377264	+	557	626
KS17gene_3066a	Tb927_10_v5.1	2762853	2764683	+	1831	7639
KS17gene_6751a	Tb927_09_v5.1	1498766	1499363	-	598	2594
KS17gene_1530a	Tb927_07_v5.1	1428011	1428171	+	161	377
KS17gene_943a	Tb927_05_v5.1	864353	864922	+	570	745
KS17gene_4108a	Tb927_11_v5.1	3149665	3150305	+	641	2359
KS17gene_1848a	Tb927_08_v5.1	1501814	1502336	+	523	1297
KS17gene_3068a	Tb927_10_v5.1	2770372	2771305	+	934	5390
KS17gene_4110a	Tb927_11_v5.1	3154999	3155403	+	405	837
KS17gene_6746a	Tb927_09_v5.1	1520775	1521326	-	552	1211
KS17gene_6741a	Tb927_09_v5.1	1530360	1530762	-	403	469
KS17gene_4113a	Tb927_11_v5.1	3162366	3162947	+	582	1043
KS17gene_4116a	Tb927_11_v5.1	3167985	3168190	+	206	350
KS17gene_1854a	Tb927_08_v5.1	1529073	1529299	+	227	152
KS17gene_6728a	Tb927_09_v5.1	1554684	1555314	-	631	1953
KS17gene_3078a	Tb927_10_v5.1	2787519	2788081	+	563	1360
KS17gene_4127a	Tb927_11_v5.1	3192624	3192807	+	184	405
KS17gene_1534a	Tb927_07_v5.1	1436343	1436639	+	297	260
KS17gene_947a	Tb927_05_v5.1	873482	874139	+	658	1150
KS17gene_142a	Tb927_01_v5.1	723733	724312	+	580	295
KS17gene_3091a	Tb927_10_v5.1	2826403	2826870	+	468	1277
KS17gene_4134a	Tb927_11_v5.1	3200416	3200638	+	223	98
KS17gene_1169a	Tb927_06_v5.1	867865	868187	+	323	407
KS17gene_1861a	Tb927_08_v5.1	1549189	1549279	+	91	39
KS17gene_4136a	Tb927_11_v5.1	3202258	3203855	+	1598	234
KS17gene_5080a	Tb927_04_v5.1	1043536	1044253	-	718	647
KS17gene_1171a	Tb927_06_v5.1	870217	870415	+	199	96
KS17gene_5079a	Tb927_04_v5.1	1048641	1048908	-	268	495
KS17gene_4530a	Tb927_02_v5.1	643396	644505	-	1110	1663
KS17gene_3093a	Tb927_10_v5.1	2828654	2828801	+	148	639
KS17gene_1867a	Tb927_08_v5.1	1568297	1568845	+	549	1935
KS17gene_1178a	Tb927_06_v5.1	882611	882752	+	142	176
KS17gene_8083a	Tb927_11_v5.1	3208634	3208831	-	198	458
KS17gene_8082a	Tb927_11_v5.1	3208929	3209583	-	655	1451
KS17gene_4718a	Tb927_03_v5.1	853774	854418	-	645	1194
KS17gene_8081a	Tb927_11_v5.1	3209599	3209799	-	201	285
KS17gene_1877a	Tb927_08_v5.1	1585572	1586687	+	1116	93
KS17gene_3104a	Tb927_10_v5.1	2869017	2869334	+	318	860
KS17gene_1185a	Tb927_06_v5.1	895088	895581	+	494	3639
KS17gene_4716a	Tb927_03_v5.1	857559	858459	-	901	1607
KS17gene_4137a	Tb927_11_v5.1	3213411	3214060	+	650	56
KS17gene_4150a	Tb927_11_v5.1	3233678	3234296	+	619	4405
KS17gene_1535a	Tb927_07_v5.1	1436813	1437408	+	596	737
KS17gene_6258a	Tb927_08_v5.1	1602103	1603285	-	1183	2638
KS17gene_1190a	Tb927_06_v5.1	904502	904719	+	218	448
KS17gene_4153a	Tb927_11_v5.1	3241108	3241537	+	430	528
KS17gene_6724a	Tb927_09_v5.1	1559319	1560452	-	1134	3649
KS17gene_6722a	Tb927_09_v5.1	1561380	1562198	-	819	3580
KS17gene_4528a	Tb927_02_v5.1	645812	646054	-	243	363
KS17gene_1199a	Tb927_06_v5.1	925715	925922	+	208	594
KS17gene_3105a	Tb927_10_v5.1	2874103	2874585	+	483	883
KS17gene_3106a	Tb927_10_v5.1	2875094	2876526	+	1433	5521
KS17gene_6257a	Tb927_08_v5.1	1603387	1603667	-	281	460
KS17gene_3107a	Tb927_10_v5.1	2876368	2876536	+	169	871
KS17gene_8592a	tryp_X-448g06.q1c	13391	14086	-	696	743
KS17gene_3108a	Tb927_10_v5.1	2876652	2877220	+	569	246
KS17gene_1202a	Tb927_06_v5.1	944149	944294	+	146	57
KS17gene_4154a	Tb927_11_v5.1	3241727	3241988	+	262	354
KS17gene_4711a	Tb927_03_v5.1	873512	874336	-	825	1317
KS17gene_1878a	Tb927_08_v5.1	1611645	1612967	+	1323	3158
KS17gene_3122a	Tb927_10_v5.1	2909202	2909328	+	127	207
KS17gene_5077a	Tb927_04_v5.1	1050380	1051019	-	640	900
KS17gene_1542a	Tb927_07_v5.1	1481371	1481556	+	186	105
KS17gene_475a	Tb927_03_v5.1	976029	977775	+	1747	2863
KS17gene_4155a	Tb927_11_v5.1	3242176	3242446	+	271	231
KS17gene_5074a	Tb927_04_v5.1	1058186	1058735	-	550	371
KS17gene_1879a	Tb927_08_v5.1	1614400	1614586	+	187	172
KS17gene_1546a	Tb927_07_v5.1	1489376	1489615	+	240	1062
KS17gene_1881a	Tb927_08_v5.1	1616740	1617268	+	529	1527
KS17gene_4156a	Tb927_11_v5.1	3242611	3245213	+	2603	2573
KS17gene_3132a	Tb927_10_v5.1	2927371	2927858	+	488	1838
KS17gene_1549a	Tb927_07_v5.1	1495014	1495257	+	244	355
KS17gene_1552a	Tb927_07_v5.1	1500630	1500931	+	302	242
KS17gene_3263a	Tb927_11_bin_v5.1	2363763	2365964	+	2202	11640
KS17gene_1883a	Tb927_08_v5.1	1621516	1622758	+	1243	3497
KS17gene_1887a	Tb927_08_v5.1	1629953	1630445	+	493	496
KS17gene_1212a	Tb927_06_v5.1	962812	962962	+	151	272
KS17gene_5073a	Tb927_04_v5.1	1068483	1069024	-	542	2488
KS17gene_6719a	Tb927_09_v5.1	1566803	1566976	-	174	128
KS17gene_4159a	Tb927_11_v5.1	3253134	3253236	+	103	110
KS17gene_4161a	Tb927_11_v5.1	3260786	3260883	+	98	40
KS17gene_1897a	Tb927_08_v5.1	1659253	1659596	+	344	776
KS17gene_4164a	Tb927_11_v5.1	3266197	3267067	+	871	10748
KS17gene_3134a	Tb927_10_v5.1	2933199	2935997	+	2799	5667
KS17gene_3137a	Tb927_10_v5.1	2944385	2944781	+	397	324
KS17gene_1553a	Tb927_07_v5.1	1502945	1503265	+	321	265
KS17gene_1898a	Tb927_08_v5.1	1659750	1660826	+	1077	2801
KS17gene_4171a	Tb927_11_v5.1	3283384	3283564	+	181	389
KS17gene_1900a	Tb927_08_v5.1	1662399	1662750	+	352	603
KS17gene_1902a	Tb927_08_v5.1	1664806	1664988	+	183	1077
KS17gene_1556a	Tb927_07_v5.1	1510066	1510444	+	379	220
KS17gene_4172a	Tb927_11_v5.1	3283706	3284061	+	356	483
KS17gene_4177a	Tb927_11_v5.1	3292783	3293197	+	415	1279
KS17gene_1214a	Tb927_06_v5.1	964827	964992	+	166	196
KS17gene_4526a	Tb927_02_v5.1	649251	649416	-	166	448
KS17gene_6718a	Tb927_09_v5.1	1566853	1571999	-	5147	905
KS17gene_1565a	Tb927_07_v5.1	1536625	1537297	+	673	722
KS17gene_4178a	Tb927_11_v5.1	3293339	3293656	+	318	567
KS17gene_1906a	Tb927_08_v5.1	1674555	1675152	+	598	2275
KS17gene_1911a	Tb927_08_v5.1	1682362	1682505	+	144	169
KS17gene_5068a	Tb927_04_v5.1	1081355	1081868	-	514	1854
KS17gene_4188a	Tb927_11_v5.1	3312854	3313713	+	860	3149
KS17gene_3141a	Tb927_10_v5.1	2955792	2956205	+	414	1126
KS17gene_4377a	Tb927_01_v5.1	729300	731390	-	2091	956
KS17gene_3142a	Tb927_10_v5.1	2958973	2959100	+	128	106
KS17gene_1915a	Tb927_08_v5.1	1687927	1688451	+	525	900
KS17gene_5064a	Tb927_04_v5.1	1087760	1088190	-	431	887
KS17gene_478a	Tb927_03_v5.1	979184	979392	+	209	260
KS17gene_1932a	Tb927_08_v5.1	1733220	1734068	+	849	736
KS17gene_1954a	Tb927_08_v5.1	1773508	1774134	+	627	1208
KS17gene_1225a	Tb927_06_v5.1	984965	986339	+	1375	1704
KS17gene_6692a	Tb927_09_v5.1	1620959	1621706	-	748	2175
KS17gene_4189a	Tb927_11_v5.1	3313880	3314427	+	548	1083
KS17gene_3261a	Tb927_11_bin_v5.1	2187963	2188353	+	391	1809
KS17gene_6687a	Tb927_09_v5.1	1628354	1628703	-	350	570
KS17gene_1955a	Tb927_08_v5.1	1776232	1776743	+	512	676
KS17gene_4373a	Tb927_01_v5.1	735999	736337	-	339	467
KS17gene_486a	Tb927_03_v5.1	994760	994844	+	85	116
KS17gene_1956a	Tb927_08_v5.1	1776879	1777575	+	697	1294
KS17gene_4523a	Tb927_02_v5.1	666146	666643	-	498	467
KS17gene_6675a	Tb927_09_v5.1	1656799	1657139	-	341	725
KS17gene_951a	Tb927_05_v5.1	887265	887682	+	418	529
KS17gene_3156a	Tb927_10_v5.1	2982047	2982202	+	156	430
KS17gene_4191a	Tb927_11_v5.1	3317745	3320793	+	3049	5188
KS17gene_5648a	Tb927_06_v5.1	1010057	1010295	-	239	254
KS17gene_1574a	Tb927_07_v5.1	1555531	1556071	+	541	360
KS17gene_6669a	Tb927_09_v5.1	1669789	1670427	-	639	1216
KS17gene_5057a	Tb927_04_v5.1	1108724	1109415	-	692	2901
KS17gene_493a	Tb927_03_v5.1	1012520	1012633	+	114	210
KS17gene_6664a	Tb927_09_v5.1	1692304	1692696	-	393	1228
KS17gene_5054a	Tb927_04_v5.1	1118287	1120506	-	2220	3382
KS17gene_4192a	Tb927_11_v5.1	3320937	3321139	+	203	479
KS17gene_1579a	Tb927_07_v5.1	1567918	1568094	+	177	175
KS17gene_508a	Tb927_03_v5.1	1035885	1036033	+	149	66
KS17gene_510a	Tb927_03_v5.1	1043781	1043922	+	142	175
KS17gene_5641a	Tb927_06_v5.1	1037357	1037637	-	281	1764
KS17gene_1958a	Tb927_08_v5.1	1779273	1780673	+	1401	6272
KS17gene_4193a	Tb927_11_v5.1	3321388	3321824	+	437	624
KS17gene_4195a	Tb927_11_v5.1	3329922	3330651	+	730	2490
KS17gene_512a	Tb927_03_v5.1	1046752	1047270	+	519	1495
KS17gene_1959a	Tb927_08_v5.1	1780800	1781076	+	277	571
KS17gene_6655a	Tb927_09_v5.1	1711918	1712156	-	239	519
KS17gene_955a	Tb927_05_v5.1	893794	894261	+	468	850
KS17gene_6646a	Tb927_09_v5.1	1733381	1733423	-	43	195
KS17gene_4522a	Tb927_02_v5.1	668743	669012	-	270	184
KS17gene_3157a	Tb927_10_v5.1	2982321	2982575	+	255	378
KS17gene_4520a	Tb927_02_v5.1	671989	672304	-	316	1676
KS17gene_514a	Tb927_03_v5.1	1049773	1050259	+	487	622
KS17gene_529a	Tb927_03_v5.1	1096380	1096956	+	577	1345
KS17gene_5635a	Tb927_06_v5.1	1053635	1055758	-	2124	3652
KS17gene_6645a	Tb927_09_v5.1	1733641	1734383	-	743	1300
KS17gene_4197a	Tb927_11_v5.1	3332802	3333329	+	528	1393
KS17gene_4517a	Tb927_02_v5.1	679844	685497	-	5654	8299
KS17gene_4371a	Tb927_01_v5.1	740340	741024	-	685	891
KS17gene_4370a	Tb927_01_v5.1	751089	752058	-	970	396
KS17gene_7668a	Tb927_11_bin_v5.1	2162993	2171467	-	8475	15120
KS17gene_5636a	Tb927_06_v5.1	1053670	1053761	-	92	201
KS17gene_6642a	Tb927_09_v5.1	1739324	1740724	-	1401	5331
KS17gene_6641a	Tb927_09_v5.1	1740905	1741125	-	221	374
KS17gene_959a	Tb927_05_v5.1	903480	903643	+	164	197
KS17gene_4369a	Tb927_01_v5.1	752190	752725	-	536	619
KS17gene_6640a	Tb927_09_v5.1	1744364	1744762	-	399	1149
KS17gene_1961a	Tb927_08_v5.1	1784810	1785130	+	321	750
KS17gene_5053a	Tb927_04_v5.1	1124367	1124885	-	519	189
KS17gene_5043a	Tb927_04_v5.1	1149201	1150169	-	969	3523
KS17gene_6639a	Tb927_09_v5.1	1744705	1744917	-	213	361
KS17gene_6635a	Tb927_09_v5.1	1760262	1760791	-	530	688
KS17gene_534a	Tb927_03_v5.1	1115978	1116366	+	389	320
KS17gene_7258a	Tb927_10_v5.1	2999489	2999754	-	266	537
KS17gene_2395a	Tb927_09_v5.1	1784560	1785182	+	623	2620
KS17gene_4212a	Tb927_11_v5.1	3373623	3374441	+	819	4247
KS17gene_1581a	Tb927_07_v5.1	1569865	1570042	+	178	217
KS17gene_963a	Tb927_05_v5.1	913450	913535	+	86	114
KS17gene_4216a	Tb927_11_v5.1	3383851	3384068	+	218	314
KS17gene_2401a	Tb927_09_v5.1	1793290	1793936	+	647	2371
KS17gene_2407a	Tb927_09_v5.1	1806022	1807159	+	1138	3462
KS17gene_1586a	Tb927_07_v5.1	1576252	1576434	+	183	147
KS17gene_2408a	Tb927_09_v5.1	1807476	1807820	+	345	948
KS17gene_4225a	Tb927_11_v5.1	3399999	3401243	+	1245	781
KS17gene_5632a	Tb927_06_v5.1	1060092	1060647	-	556	568
KS17gene_5042a	Tb927_04_v5.1	1150318	1150857	-	540	1212
KS17gene_4366a	Tb927_01_v5.1	761444	762086	-	643	4643
KS17gene_1591a	Tb927_07_v5.1	1582529	1582717	+	189	296
KS17gene_1963a	Tb927_08_v5.1	1786974	1787893	+	920	9054
KS17gene_537a	Tb927_03_v5.1	1121954	1123532	+	1579	2938
KS17gene_4516a	Tb927_02_v5.1	688317	688623	-	307	542
KS17gene_1596a	Tb927_07_v5.1	1595564	1599019	+	3456	7227
KS17gene_1599a	Tb927_07_v5.1	1617583	1617927	+	345	294
KS17gene_4365a	Tb927_01_v5.1	762196	762646	-	451	866
KS17gene_4704a	Tb927_03_v5.1	1159513	1160107	-	595	1550
KS17gene_1966a	Tb927_08_v5.1	1790740	1791096	+	357	694
KS17gene_8071a	Tb927_11_v5.1	3466793	3466987	-	195	120
KS17gene_7670a	Tb927_11_bin_v5.1	2100349	2100672	-	324	397
KS17gene_5622a	Tb927_06_v5.1	1083599	1083712	-	114	135
KS17gene_8065a	Tb927_11_v5.1	3475309	3475632	-	324	1006
KS17gene_5040a	Tb927_04_v5.1	1153309	1153978	-	670	3224
KS17gene_7255a	Tb927_10_v5.1	3004351	3004825	-	475	1296
KS17gene_967a	Tb927_05_v5.1	920288	920709	+	422	497
KS17gene_5037a	Tb927_04_v5.1	1157711	1158316	-	606	1100
KS17gene_144a	Tb927_01_v5.1	767154	769627	+	2474	2767
KS17gene_7251a	Tb927_10_v5.1	3008851	3009047	-	197	698
KS17gene_4515a	Tb927_02_v5.1	688928	690640	-	1713	4806
KS17gene_4504a	Tb927_02_v5.1	721901	722169	-	269	170
KS17gene_8057a	Tb927_11_v5.1	3496619	3496806	-	188	3961
KS17gene_2410a	Tb927_09_v5.1	1811713	1812249	+	537	1555
KS17gene_4703a	Tb927_03_v5.1	1160274	1160560	-	287	804
KS17gene_8056a	Tb927_11_v5.1	3498543	3498697	-	155	160
KS17gene_7246a	Tb927_10_v5.1	3018184	3018656	-	473	1380
KS17gene_4495a	Tb927_02_v5.1	757377	759161	-	1785	2023
KS17gene_8054a	Tb927_11_v5.1	3504995	3506850	-	1856	7348
KS17gene_155a	Tb927_01_v5.1	833275	833431	+	157	438
KS17gene_1987a	Tb927_08_v5.1	1837356	1841134	+	3779	2282
KS17gene_2425a	Tb927_09_v5.1	1852385	1853106	+	722	1698
KS17gene_2431a	Tb927_09_v5.1	1863440	1863593	+	154	590
KS17gene_2434a	Tb927_09_v5.1	1867621	1867758	+	138	2122
KS17gene_8053a	Tb927_11_v5.1	3506989	3508319	-	1331	4163
KS17gene_5976a	Tb927_07_v5.1	1657467	1658705	-	1239	3349
KS17gene_5033a	Tb927_04_v5.1	1200315	1201048	-	734	1013
KS17gene_5032a	Tb927_04_v5.1	1201187	1201348	-	162	254
KS17gene_1988a	Tb927_08_v5.1	1841257	1841471	+	215	69
KS17gene_8047a	Tb927_11_v5.1	3523087	3524103	-	1017	2380
KS17gene_7244a	Tb927_10_v5.1	3020985	3021870	-	886	3214
KS17gene_5459a	Tb927_05_v5.1	933297	933500	-	204	8
KS17gene_1990a	Tb927_08_v5.1	1846203	1846652	+	450	558
KS17gene_4699a	Tb927_03_v5.1	1166271	1166678	-	408	1254
KS17gene_4489a	Tb927_02_v5.1	782129	783209	-	1081	9101
KS17gene_4687a	Tb927_03_v5.1	1200384	1200944	-	561	3706
KS17gene_4674a	Tb927_03_v5.1	1248446	1248640	-	195	591
KS17gene_8046a	Tb927_11_v5.1	3524205	3524988	-	784	1419
KS17gene_3258a	Tb927_11_bin_v5.1	2099837	2103573	+	3737	11285
KS17gene_4351a	tryp_IXb-314f06.q1c	13466	14915	+	1450	2168
KS17gene_5031a	Tb927_04_v5.1	1201447	1201793	-	347	998
KS17gene_1992a	Tb927_08_v5.1	1850446	1850582	+	137	56
KS17gene_5456a	Tb927_05_v5.1	938020	938184	-	165	289
KS17gene_5972a	Tb927_07_v5.1	1673307	1674476	-	1170	2309
KS17gene_2001a	Tb927_08_v5.1	1865029	1866508	+	1480	18050
KS17gene_5971a	Tb927_07_v5.1	1677589	1677961	-	373	522
KS17gene_8045a	Tb927_11_v5.1	3525106	3525278	-	173	204
KS17gene_8043a	Tb927_11_v5.1	3534792	3535000	-	209	1641
KS17gene_2003a	Tb927_08_v5.1	1867675	1867781	+	107	1654
KS17gene_5968a	Tb927_07_v5.1	1681373	1682261	-	889	1126
KS17gene_8041a	Tb927_11_v5.1	3537761	3537864	-	104	1038
KS17gene_8034a	Tb927_11_v5.1	3551630	3551876	-	247	1649
KS17gene_5619a	Tb927_06_v5.1	1088568	1088667	-	100	155
KS17gene_8033a	Tb927_11_v5.1	3551977	3552667	-	691	5911
KS17gene_7238a	Tb927_10_v5.1	3041298	3041755	-	458	526
KS17gene_8029a	Tb927_11_v5.1	3560977	3561349	-	373	866
KS17gene_2435a	Tb927_09_v5.1	1867884	1868423	+	540	3627
KS17gene_5453a	Tb927_05_v5.1	947161	947918	-	758	1929
KS17gene_5612a	Tb927_06_v5.1	1108009	1108381	-	373	343
KS17gene_4672a	Tb927_03_v5.1	1250192	1250594	-	403	536
KS17gene_2440a	Tb927_09_v5.1	1875983	1876272	+	290	696
KS17gene_5447a	Tb927_05_v5.1	962939	963212	-	274	665
KS17gene_8022a	Tb927_11_v5.1	3569905	3570091	-	187	124
KS17gene_8021a	Tb927_11_v5.1	3570054	3570924	-	871	3094
KS17gene_5030a	Tb927_04_v5.1	1201938	1202123	-	186	381
KS17gene_5967a	Tb927_07_v5.1	1682391	1684783	-	2393	1213
KS17gene_5443a	Tb927_05_v5.1	972915	973702	-	788	1262
KS17gene_8019a	Tb927_11_v5.1	3571910	3572124	-	215	397
KS17gene_6253a	Tb927_08_v5.1	1892135	1897520	-	5386	177
KS17gene_8018a	Tb927_11_v5.1	3572235	3572540	-	306	525
KS17gene_7236a	Tb927_10_v5.1	3043175	3043819	-	645	2492
KS17gene_4480a	Tb927_02_v5.1	795613	795795	-	183	294
